keggid,name,formula,pubchemID,smile,fp,cid
cpd:C02305,Phosphocreatine,C4H10N3O5P,5359,CN(CC(=O)O)/C(=N/P(=O)(O)O)/N,00000000000000000000000001000100000000000001000010000100000000000000010000000110000011100010011101001010101000001001010100111000001110001001101000101001011111111100100,9548602.0
cpd:C01060,"3,5-Diiodo-L-tyrosine",C9H9I2NO3,4299,C1=C(C=C(C(=C1I)O)I)C[C@@H](C(=O)O)N,00000000000000000000000000010000000000000000000000000010000000000000000000000000000010010010000100000000100100010100000000010001000100100001000110100011101111110111110,9305.0
cpd:C02515,3-Iodo-L-tyrosine,C9H10INO3,5525,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O,00000000000000000000000000010000000000000000000000000010000000000000000000000000000010010010000100000000100100010100000000010001000100100001000110100011101111110111110,439744.0
cpd:C05585,Gentisate aldehyde,C7H6O3,7911,C1=CC(=C(C=C1O)C=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000001000100000001000110100010101001010011110,70949.0
cpd:C02465,Triiodothyronine,C15H12I3NO4,5481,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)O)N)I)I)O,00000000000000000000000000010000000000000000000000000010000000000000000000000000000010010010000100000000100100010100000000010111000100100001100111100011101111110111110,5920.0
cpd:C01829,Thyroxine,C15H11I4NO4,4950,C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)C[C@@H](C(=O)O)N,00000000000000000000000000010000000000000000000000000010000000000000000000000000000010010010000100000000100100010100000000010111000100100001100111100011101111110111110,5819.0
cpd:C17938,"5,6-Indolequinone-2-carboxylic acid",C9H5NO4,96024159,C1=C2C=C(NC2=CC(=O)C1=O)C(=O)O,00000000000000000000000000100000000000000000010000100010000000000100000010001000000100000000000111010100010000000000000001010001000100001101100110100011101011010111110,17796835.0
cpd:C00978,N-Acetylserotonin,C12H14N2O2,4227,CC(=O)NCCC1=CNC2=C1C=C(C=C2)O,00000000000000000000000000000000000000000000000000000000000000000100000000000000001100000011100010001100110010110100111001000101000100000101001100010001111111111111110,903.0
cpd:C05660,5-Methoxyindoleacetate,C11H11NO3,7971,COC1=CC2=C(C=C1)NC=C2CC(=O)O,00000000000000000000000000000000000000000000000000000000000000000100000000000000000100000011010010000100110000000100000001010111000110000101000100100001101111011111110,18986.0
cpd:C05676,Diacylglyceryl-N-trimethyl-2-aminoethylphosphonate,C10H19NO7PR2,7983,,,
cpd:C02237,5-Oxo-D-proline,C5H7NO3,5301,C1CC(=O)N[C@H]1C(=O)O,00000000000000000000000000000000000000000000000000000010000000000000000000000000000100000011100110000000100000110000011001010001000110001101000100110001001011110100110,439685.0
cpd:C05727,S-Substituted N-acetyl-L-cysteine,C5H8NO3SR,8030,,,
cpd:C01231,"alpha-D-Glucose 1,6-bisphosphate",C6H14O12P2,4453,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)O)O)O)O)OP(=O)(O)O,00000000000000000000000000000100000000000001000010000110010000000000010010000000000000000111000000100010001001001000000000011011001110001101100100101010110101010001110,82400.0
cpd:C00401,Chondroitin,(C14H21NO11)n,3691,,,
cpd:C01490,Dermatan,(C14H21NO11)n,4660,,,
cpd:C04520,"1D-myo-Inositol 3,4,5,6-tetrakisphosphate",C6H16O18P4,7132,[C@H]1([C@@H]([C@@H]([C@H]([C@@H]([C@H]1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,00000000000000000000000000000100000000000001000010000010000000000000010010000000000000000100000000000010001000001000000000001011001100001001100100101010100001010001110,121920.0
cpd:C03820,1-Alkyl-2-acetyl-sn-glycerol,C5H9O4R,6564,,,
cpd:C20859,Galactosyl-1-alkyl-2-acylglycerol,C10H16O9R2,254741325,,,
cpd:C15646,1-(1-Alkenyl)-sn-glycero-3-phosphate,C5H10O6PR,17396636,,,
cpd:C15645,1-(1-Alkenyl)-sn-glycerol,C5H9O3R,17396635,,,
cpd:C20825,Seminolipid,C10H16O12SR2,254741291,,,
cpd:C05956,Prostaglandin G2,C20H32O6,8240,CCCCC[C@@H](/C=C/[C@H]1[C@H]2C[C@@H]([C@@H]1C/C=C\CCCC(=O)O)OO2)OO,00000000000000000000000000000000000000000000000000000000010000000000010000000000000100000111000010110010110010000011101010011010111110000101100000110010101101011001110,5280883.0
cpd:C14781,"15H-11,12-EETA",C20H32O4,17395779,CCCCC[C@@H](/C=C/C1C(O1)C/C=C\C/C=C\CCCC(=O)O)O,00000000000000001000001000000000000000000000000000000000010000000000000000000000000000000011000000010000100010000011101000010000110110000101100000110010101101011000110,11954042.0
cpd:C14813,"11H-14,15-EETA",C20H32O4,17395811,CCCCCC1C(O1)/C=C/C(C/C=C\C/C=C\CCCC(=O)O)O,00000000000000001000001000000000000000000000000000000000010000000000000000000000000000000011000000010000100010000011101000010000110110000101100000110010101101011000110,11954058.0
cpd:C14778,16(R)-HETE,C20H32O3,17395776,CCCC[C@H](/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000010000100000000011101000010000110110000001000000110000101101011000100,9548884.0
cpd:C02198,Thromboxane A2,C20H32O5,5266,CCCCC[C@@H](/C=C/[C@@H]1[C@H]([C@@H]2C[C@@H](O2)O1)C/C=C\CCCC(=O)O)O,00000000100100000000000000000000000000000000000000000000010000000000000000000000000000000111000000110000110010000011101010010000110110000101100001110010101101011001110,5280497.0
cpd:C14826,12(13)-EpOME,C18H32O3,17395824,CCCCC[C@H]1[C@H](O1)C/C=C\CCCCCCCC(=O)O,00000000000000001000001000000000000000000000000000000000010000000000000000000000000000000011000000010000100010000011101000010000110010000101000000110010101101011000110,5281128.0
cpd:C14825,9(10)-EpOME,C18H32O3,17395823,CCCCC/C=C\C[C@H]1[C@H](O1)CCCCCCCC(=O)O,00000000000000001000001000000000000000000000000000000000010000000000000000000000000000000011000000010000100010000011101000010000110010000101000000110010101101011000110,5316080.0
cpd:C16300,Stearidonic acid,C18H28O2,47205608,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000000010000100010000010001000010000110010000001000000010000001101011000100,5312508.0
cpd:C06127,Digalactosylceramide sulfate,C31H56NO16SR,8384,,,
cpd:C00664,5-Formiminotetrahydrofolate,C20H24N8O6,3933,C1[C@@H](N(C2=C(N1)N=C(NC2=O)N)C=N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,00000000000000000000000001000000000000100001000000000110000000000100000000010111101011000011100101101100111000110100011111110101000111011111101111111011011111110111110,135398659.0
cpd:C00847,4-Pyridoxate,C8H9NO4,4104,CC1=NC=C(C(=C1O)C(=O)O)CO,00000000000000000000000000000000000000000000000000000100000000000100000000000000001000000101000101100000000001000100000001010001000100000101100110100010111111011111110,6723.0
cpd:C02918,1-Methylnicotinamide,C7H9N2O,5841,C[N+]1=CC=CC(=C1)C(=O)N,00000000000000000000000000000000000000000000000001000000000000000100000000010000100011000000110001100000000000100000010001100000000000000100001000001001001010101111110,457.0
cpd:C05843,N1-Methyl-4-pyridone-5-carboxamide,C7H8N2O2,8136,CN1C=CC(=O)C(=C1)C(=O)N,00000000000000000000000000000000000000000000000000000000000000000100000000010000100011000100110001100000000000100100010001100001000000001100001110001011101010111111110,440810.0
cpd:C05842,N1-Methyl-2-pyridone-5-carboxamide,C7H8N2O2,8135,CN1C=C(C=CC1=O)C(=O)N,00000000000000000000000000000000000000000000000000000000000000000100000000010000100011000000110001100000000000100100010001100001000000001100001110001011001010111111110,69698.0
cpd:C05552,Biocytin,C16H28N4O4S,7886,C1C2C([C@@H](S1)CCCCC(=O)NCCCC[C@@H](C(=O)O)N)NC(=O)N2,00000000000000000000000000000000000011000001000000000010000000000000000000000101011110001011100110001100111000110000011011010001110110001111101100110001011111110100110,440721.0
cpd:C02110,11-cis-Retinal,C20H28O,5192,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C\C(=C\C=O)\C)/C,00000000000000000000000000000000000000000000000000100000000000000010000000101000000000000000000000010000000010001001101000000000100000000000010000010110001000001001110,5280490.0
cpd:C02075 cpd:C02588,Retinyl ester,C21H29O2R,5161,,,
cpd:C15492,"all-trans-13,14-Dihydroretinol",C20H32O,17396484,CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(C)CCO)/C,00000000000000000000000000000000000000000000000000100000000000000010000000101000001000000000000000010000100011001001101000000000100010000001010000010110010101001001110,446798.0
cpd:C16677,all-trans-4-Hydroxyretinoic acid,C20H28O3,51091000,CC1=C(C(CCC1O)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,00000000000000000000000000000000000000000000000000100000000000000010000000101000000000000010000000010000100010001001101000010001000110000001010100110110101001011001110,6438629.0
cpd:C16679,all-trans-18-Hydroxyretinoic acid,C20H28O3,51091002,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C1=C(CCCC1(C)C)CO,00000000000000000000000000000000000000000000000000100000000000000010000000101000001000000011000000010000000011001001101000010000110100000001010000110110011101011001110,6506224.0
cpd:C16680,"all-trans-5,6-Epoxyretinoic acid",C20H28O3,51091003,C/C(=C\C=C\C(=C\C(=O)O)\C)/C=C/C12C(CCCC1(O2)C)(C)C,00000000000000001001001000000000000000000000000000100000010000000010000000101000000000000000000000010000010010001001101000010000100010000101010000110110101001011001110,5363137.0
cpd:C15493,9-cis-Retinoic acid,C20H28O2,17396485,CC1=C(C(CCC1)(C)C)/C=C/C(=C\C=C\C(=C\C(=O)O)\C)/C,00000000000000000000000000000000000000000000000000100000000000000010000000101000000000000000000000010000000010001001101000010000100000000001010000010110001001011001110,449171.0
cpd:C14556,9-Hydroxybenzo[a]pyrene,C20H12O,17395556,C1=CC2=C3C(=C1)C=CC4=C5C=C(C=CC5=CC(=C43)C=C2)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000100000000000101000000000001000101000000100001000011110,28598.0
cpd:C14850,"Benzo[a]pyrene-7,8-oxide",C20H12O,17395848,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C=CC6C5O6)C=C2,00000000000000001001001000000000000000000000000000000000010000000000000000000000000000000000000000010100010000000000000000000100000000000100000011000000100001000011110,37455.0
cpd:C14800,"1-Nitronaphthalene-5,6-oxide",C10H7NO3,17395798,C1=CC2=C(C=CC3C2O3)C(=C1)[N+](=O)[O-],00000000000000001001001010000000000000000000000001000000110000010000001100000000000000000000001000010110010000000000000100101000001001010100000011101000100011110111110,11954051.0
cpd:C16453,4-(N-Nitrosomethylamino)-1-(3-pyridyl)-1-butanone,C10H13N3O2,47205749,CN(CCCC(=O)C1=CN=CC=C1)N=O,00000000000000000000000000000000000000000000000000001000000000010100001100000000000000100000011001101010000010010001111101101000001010001100001000011000111110111111110,47289.0
cpd:C19604,"7,12-Dimethylbenz[a]anthracene 5,6-oxide",C20H16O,124490273,CC1=C2C3C(O3)C4=CC=CC=C4C2=C(C5=CC=CC=C15)C,00000000000000001001001000000000000000000000000000000000010000000000000000000000000000000000000000000100010000000000000000000100000000000100000011000100100001001011110,38354.0
cpd:C19489,"1a,11b-Dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene",C20H16O,124490161,CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C=CC5C3O5,00000000000000001001001000000000000000000000000000000000010000000000000000000000000000000000000000010100010000000000000000000100000000000100000011000100100001001011110,53297434.0
cpd:C19488,"7,12-Dimethylbenz[a]anthracene",C20H16,124490160,CC1=C2C=CC3=CC=CC=C3C2=C(C4=CC=CC=C14)C,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000100000000000000000001000100000000001011010,6001.0
cpd:C19490,"trans-3,4-Dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene",C20H18O2,124490162,CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C=C[C@@H]([C@H]3O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000010100010000000000000000000101000100000001000111000110100001011011110,156317.0
cpd:C14853,"Benzo[a]pyrene-7,8-dihydrodiol-9,10-oxide",C20H14O3,17395851,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C(C5O)O)C=C2,00000000000000001001001000000000000000000000000000000010010000000000000010000000000000000100000000000100010000000000000000000101000100000101000111100010100001010011110,41322.0
cpd:C14854,"9-Hydroxybenzo[a]pyrene-4,5-oxide",C20H12O2,17395852,C1=CC2=C3C(=C1)C4C(O4)C5=C3C(=C6C=C(C=CC6=C5)O)C=C2,00000000000000001001001000000000000000000000000000000000010000000000000000000000000000000000000000000100010000000100000000000101000000000101000101000000100001010011110,115064.0
cpd:C11150,Trichloroacetate,C2HCl3O2,13332,C(=O)(C(Cl)(Cl)Cl)O,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000000000010000000000100001000000000000001001010000100,6421.0
cpd:C14801,"1-Nitro-5,6-dihydroxy-dihydronaphthalene",C10H9NO4,17395799,C1=CC2=C(C=CC(C2O)O)C(=C1)[N+](=O)[O-],00000000000000000000000010000000000000000000000001000010100000010000001110000000000000000000001000010110010000000000000100101001001101010001100111101010100011110111110,11954052.0
cpd:C19566,4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone,C10H13N3O3,124490238,CN(C(CCC(=O)C1=CN=CC=C1)O)N=O,00000000000000000000000000000000000000000000000000001000000000010100001100000000000000000110111101100010100010110000111101101000001010001101001000111000101111111111110,53297439.0
cpd:C19607,"trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene",C20H18O2,124490276,CC1=C2[C@@H]([C@H](C3=CC=CC=C3C2=C(C4=CC=CC=C14)C)O)O,00000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000100010000000000000000000101000100000001000111000110100001011011110,12778780.0
cpd:C19574,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol,C10H15N3O2,124490246,CN(CCCC(C1=CN=CC=C1)O)N=O,00000000000000000000000000000000000000000000000000001000000000010100001100000000000000100011011001101010100010010001111101101000001010000101001000011000110111111111110,104856.0
cpd:C19588,Aflatoxin B1 diol,C17H14O8,124490260,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5[C@H]([C@@H](O[C@@H]5OC4=C1)O)O,00000000000000000000000000000000000000000000000000000010010000000000000010000000000100000100010010100100010000000100001010010111000110001101100111110010101001011011110,3035008.0
cpd:C19559,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol",C20H18O3,124490231,CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)[C@H]5[C@H](O5)[C@@H]([C@H]3O)O,00000000000000001001001000000000000000000000000000000010010000000000000010000000000000000100000000000100010000000000000000000101000100000101000111100110100001011011110,174597.0
cpd:C14849,"Benzo[a]pyrene-9,10-oxide",C20H12O,17395847,C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C6C(O6)C=C5)C=C2,00000000000000001001001000000000000000000000000000000000010000000000000000000000000000000000000000010100010000000000000000000100000000000100000011000000100001000011110,37456.0
cpd:C11148,TCE epoxide,C2HCl3O,13330,C1(C(O1)(Cl)Cl)Cl,00000000000000001000001000000000000000000000000000000000010000000000000000000000000000010000000000000001001100001000000000000000000000100100000000000010000001000000110,28167.0
cpd:C14866,Chloral,C2HCl3O,17395864,C(=O)C(Cl)(Cl)Cl,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001100001000000000000000000000100000000000000000001000000000100,6407.0
dr:D08559 cpd:C07108,Tamoxifen (INN),C26H29NO,96025244,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3,00000000000000000000000000000000000000000000000000100000000000000000000000101000000001100000010100011000000001010111101000100111000010000010010101011100110101101111110,2733526.0
cpd:C16545,Tamoxifen N-oxide,C26H29NO2,51090874,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCC[N+](C)(C)[O-])/C3=CC=CC=C3,00000000000001000000000010000010000000000000000001100000000000000000000100101000000001100100011100011010000001011111101000101111000010000010010101011100110101111111110,3033895.0
cpd:C07646,Carboxyphosphamide,C7H15Cl2N2O4P,9848,C(COP(=O)(N)N(CCCl)CCCl)C(=O)O,00000000000000000000000000000100000000000000000000000000000000000000010000000100000010100111001000001011101001011000011000111010111110101011101000111001011111110100100,31515.0
cpd:C16610,Citalopram propionic acid,C18H14FNO3,51090936,C1C2=C(C=CC(=C2)C#N)C(O1)(CCC(=O)O)C3=CC=C(C=C3)F,00000000000000000000000000000000000000000110000000000000010000100010000000000000000100010010000010000100110101001000001000010100110010100101000011110000111101010111110,10403174.0
cpd:C16591,3-Carbamoyl-2-phenylpropionic acid,C10H11NO4,51090918,C1=CC=C(C=C1)C(COC(=O)N)C(=O)O,00000000000000000000000100000000000000000000000000000000000000000000000000000000000010000110000000000000001001100000010000010010000100001001100000100001011111110111110,3025746.0
cpd:C16614,6-Methylmercaptopurine,C6H6N4S,51090940,CSC1=NC=NC2=C1NC=N2,00000000000000000000000000000000000000100000000100000000000100001100000000000101110100001000010010100100010000000000000011000100000000000100001000000001000010001111010,5778.0
dr:D08603 cpd:C07648,Tioguanine (INN),C5H5N5S,96025287,C1=NC2=C(N1)C(=S)N=C(N2)N,00000000000000000000000001000000000000100001000100000110000100001100000001000101110110001000000010100100011000000000000011000100000101010100001000000001000010100111010,2723601.0
dr:D00346 cpd:C07054,Isoniazid (JP17/USP/INN),C6H7N3O,7847412,C1=CN=CC=C1C(=O)NN,00000000000000000000000000000000000000000000000000001000000000000100110000000000000010000000101100100000000000100000010001001000000100000100001000000001001010100111110,3767.0
cpd:C07447,Acetylhydrazine,C2H6N2O,9650,CC(=O)NN,00000000000000000000000000000000000000000000000000001000000000000000110000000000000010000000101100000000000000100000010000001000000100000000001000000001001010101100100,14039.0
dr:D04197 cpd:C11736,Floxuridine (USP/INN),C9H11FN2O5,47206143,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)F)CO)O,00000000000000000000000000000000000001000010000000000100010000100100000010010100101101010111100011100000101101110100010011100001110111101101101110101011111111110111110,5790.0
dr:D01223 cpd:C12650,Capecitabine (JAN/USP/INN),C15H22FN3O6,7848286,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,00000000000000000000000100000000000001100010000000000010010000100100000010010100100101010111100111100000001111100111111011110011010111111101101110111111111111111111110,60953.0
dr:D08086 cpd:C16641,Irinotecan (INN),C33H38N4O6,96024776,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,00000000000000000000000100000000000000000000000000000000010000100110000010010001100101100101100011101100111011111110011011110111110011001111101111111110111111111111110,60838.0
cpd:C16543,NPC,C28H30N4O6,51090872,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N,00000000000000000000000100000000000000000000000000000000010000000110000010010001100111100111100011101100111011111110011011110111110111001111101111111111111111111111110,11756356.0
cpd:C05361,Hydrazine,N2H4,7738,NN,00000000000000000000000000000000000000000000000000001000000000000000110000000000000010000000001000000000000000000000000000001000000100000000001000000001000000000100000,9321.0
cpd:C07585,N-Acetylisoniazid,C8H9N3O2,9787,CC(=O)NNC(=O)C1=CC=NC=C1,00000000000000000000000000000000000000000000000000001000000000000100110000000000000000000000101100100000000000100000010001001000000100001100001000000001001010111111110,71602.0
cpd:C16615,6-Methylthiopurine 5'-monophosphate ribonucleotide,C11H15N4O7PS,51090941,CSC1=NC=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O,00000000000000000000000000000100000000100001000110000010010100101100010010010101110101001111110111100110011001101000010011101111001111000101101100101010110111111111110,10091038.0
cpd:C16620,6-Methylthioguanosine monophosphate,C11H16N5O7PS,51090946,CSC1=NC(=NC2=C1N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O)N,00000000000000000000000001000100000000100001000110000010010100101100010010010101110111001111110111100110011001101000010011101111001111010101101100101011110111111111110,21820757.0
cpd:C16622,"N,N'-Diacetylhydrazine",C4H8N2O2,51090948,CC(=O)NNC(=O)C,00000000000000000000000000000000000000000000000000001000000000000000110000000000000000000000101100000000000000100000010000001000000100001000001000000101001010111100100,72884.0
cpd:C21754,Isonicotinoyl radical,C6H4NO,354264348,C1=CN=CC=C1[C]=O,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000001000000000000000100000000000000001000000111110,12594999.0
cpd:C07446,Isonicotinic acid,C6H5NO2,9649,C1=CN=CC=C1C(=O)O,00000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000100000000000000000000001010000000000000101000000000000001001010111110,5922.0
cpd:C02041,Eicosanoyl-CoA,C41H74N7O17P3S,5132,CCCCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111101110111011111011111011101111111111011111111100111111111111111111110,3081439.0
cpd:C00510,Oleoyl-CoA,C39H68N7O17P3S,3793,CCCCCCCC/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,5497111.0
cpd:C02249,Arachidonyl-CoA,C41H66N7O17P3S,5312,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,5497113.0
cpd:C03595,"8,11,14-Eicosatrienoyl-CoA",C41H68N7O17P3S,6386,CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,11966190.0
cpd:C03035,gamma-Linolenoyl-CoA,C39H64N7O17P3S,5940,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,11966132.0
cpd:C16165,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA",C41H64N7O17P3S,47205475,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,56927904.0
cpd:C16167,"(9Z,12Z,15Z,18Z,21Z)-Tetracosapentaenoyl-CoA",C45H72N7O17P3S,47205477,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,56928006.0
cpd:C16171,"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA",C45H74N7O17P3S,47205481,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,56928014.0
cpd:C16164,"(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA",C41H66N7O17P3S,47205474,CC/C=C\C/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,56928013.0
cpd:C21937,"(8Z,11Z)-Icosadienoyl-CoA",C41H70N7O17P3S,376218970,CCCCCCCC/C=C\C/C=C\CCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,86289622.0
cpd:C16530,Icosenoyl-CoA,C41H72N7O17P3S,51090859,CCCCCCCC/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011111011101111111111011111111100111111111111111111110,71448924.0
cpd:C16179,"(11Z,14Z,17Z)-Icosatrienoyl-CoA",C41H68N7O17P3S,47205488,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O,00000000000000000000000000000100000000100001000010000110010000100110010010110101111111001111100111111110111011111011011011101111111111011111111100111111111111111111110,71448906.0
